Orthogroup	DMKU3.1042	W29	s288c
OG0003147	W0TF96	Q7Z8Q0	P09201
OG0003148	W0TF23	A0A1H6PZ61	Q03786
OG0003149	W0TCF2	A0A1D8NMX1	P32432
OG0003150	W0TDP3	A0A1H6Q012	P04801
OG0003151	W0TEH3	A0A1D8NM07	P36080
OG0003152	W0TJD9	A0A1D8NE54	P35718
OG0003153	W0T2V2	A0A1D8N621	P50874
OG0003154	W0TE25	A0A1D8N9E7	P38757
OG0003155	W0TI04	A0A1D8NE21	P40495
OG0003156	W0T6U4	A0A1D8NMY9	P38261
OG0003157	W0T747	A0A1H6PQ85	P07286
OG0003158	W0T6I4	A0A1D8N7Q7	P22035
OG0003159	W0T5J3	A0A1H6PVA3	P32915
OG0003160	W0TCZ4	A0A1D8NC00	Q02793
OG0003161	W0TGG5	A0A1H6PI84	P22141
OG0003162	W0T9M4	A0A1H6PWS8	Q12431
OG0003163	W0T342	A0A1H6Q1S4	P08525
OG0003164	W0TB03	A0A1D8N6Z4	P40081
OG0003165	W0T6W5	A0A1D8NQ94	P35201
OG0003166	W0T880	A0A1D8N688	P53251
OG0003167	W0T9D8	A0A1D8NJW3	P25654
OG0003168	W0T8K4	A0A1D8NA72	P16151
OG0003169	W0TED0	A0A1D8NMZ7	P47154
OG0003170	W0T9Q3	A0A1D8N3P1	Q12465
OG0003171	W0TG69	A0A1D8NEB2	Q12516
OG0003172	W0T9Z0	A0A1D8N664	Q04338
OG0003173	W0TEC0	A0A1D8NHI1	P48016
OG0003175	W0T844	A0A1H6PH92	P40531
OG0003176	W0TAQ5	A0A1D8N3F6	P38345
OG0003177	W0T615	A0A1D8NQG7	P31380
OG0003178	W0T4M3	A0A1D8N8F6	P39531
OG0003179	W0T970	A0A1H6PM26	P36523
OG0003180	W0TC56	A0A1D8NE71	P10869
OG0003181	W0TAL9	A0A1H6Q902	P40208
OG0003182	W0TDH2	A0A1D8NP59	P33317
OG0003183	W0TDK2	A0A1D8NPG2	Q12436
OG0003184	W0TCU4	A0A1D8NQP5	P40160
OG0003185	W0T3N3	A0A1H6PXN0	Q12522
OG0003186	W0TFA8	A0A1H6PXJ6	P43635
OG0003187	W0T701	A0A1D8NFB8	P36121
OG0003188	W0TAE1	A0A1D8N8F7	P53067
OG0003189	W0TBA6	A0A1D8NIV3	P32604
OG0003190	W0TBB5	A0A1D8NCD3	P22147
OG0003191	W0TBQ5	A0A1D8NFD2	Q03654
OG0003192	W0TIB3	A0A1D8NJW5	Q08651
OG0003193	W0T6C5	A0A1D8NIU3	P25580
OG0003194	W0T6C1	A0A1D8NLV9	P20424
OG0003195	W0TFY8	A0A1H6PRA9	Q05515
OG0003196	W0TDE2	A0A1H6Q007	P09547
OG0003197	W0TDD0	A0A1D8NMQ8	P31334
OG0003198	W0TIN2	A0A1H6PPI2	P38172
OG0003199	W0TCX7	A0A1D8N743	P36016
OG0003200	W0TFY9	A0A1H6PTK0	P47128
OG0003201	W0T9F3	A0A1H6PTI9	D6W196
OG0003202	W0T8K8	A0A1D8NCM9	P32317
OG0003203	W0T9P7	A0A1D8NQM4	P40202
OG0003204	W0T8Q7	A0A1D8NFQ2	P43583
OG0003205	W0TF89	A0A1D8NQH4	Q03124
OG0003206	W0TI60	A0A1D8NED3	P54860
OG0003207	W0T4H9	A0A1H6PTA9	P25303
OG0003208	W0T2L9	A0A1D8NK47	Q04418
OG0003209	W0TF43	A0A1D8NI96	P07263
OG0003210	W0T9L1	A0A1H6PVC0	P22438
OG0003211	W0T3A7	A0A1D8NLT9	P38699
OG0003212	W0T6V7	A0A1D8NF18	P36057
OG0003213	W0TCA1	A0A1D8N6M2	P48558
OG0003214	W0T940	A0A1D8NK23	P32617
OG0003215	W0TIS3	A0A1H6PTQ1	P32386
OG0003216	W0T8V1	A0A1D8NMZ9	P32607
OG0003217	W0TID8	A0A1D8NL68	P06787
OG0003218	W0T508	A0A1D8NER6	P37263
OG0003219	W0TGH2	A0A1D8NNR6	P53959
OG0003220	W0T7H9	A0A1D8NKK2	P38904
OG0003221	W0T8V5	A0A1D8NG86	Q03012
OG0003222	W0TIA5	A0A1D8NKS7	Q05040
OG0003223	W0T567	A0A1H6PUW0	P43569
OG0003224	W0T475	A0A1D8NCI4	P32828
OG0003225	W0TFF0	A0A1D8N4B6	P17255
OG0003226	W0TEV5	A0A1D8NDR1	Q08023
OG0003227	W0TDH5	A0A1D8NMW7	P38691
OG0003228	W0T7N2	A0A1D8NGS2	P14063
OG0003229	W0T602	A0A1D8NQF6	Q12404
OG0003230	W0T7U6	A0A1D8N5E9	Q03212
OG0003231	W0TCT5	A0A1D8N7K9	P53397
OG0003232	W0T3Y2	A0A1D8NPP4	Q03557
OG0003233	W0TJ31	A0A1H6PX35	Q08176
OG0003234	W0TCX1	A0A1D8NEI5	P25043
OG0003235	W0T8H4	A0A1D8NJG8	P36039
OG0003236	W0TDR1	A0A1D8N4U7	P10507
OG0003237	W0TG23	A0A1D8NQE3	P32897
OG0003238	W0T9A8	A0A1H6PVM1	P0CD91
OG0003239	W0TF09	A0A1D8NF38	P13259
OG0003240	W0TFW8	A0A1D8NIW7	P39940
OG0003241	W0TEQ6	A0A1D8NAW7	Q06511
OG0003242	W0TF32	A0A1H6PZ86	P36532
OG0003243	W0THG9	A0A1H6Q6V1	P35719
OG0003244	W0TGJ2	A0A1D8NBM5	P38064
OG0003245	W0TD93	A0A1D8N3E7	P40395
OG0003246	W0T3Y5	A0A1D8NHL0	P47139
OG0003247	W0TGF3	A0A1D8NBZ1	P49573
OG0003248	W0TB30	A0A1D8NC21	P42943
OG0003249	W0TC75	A0A1H6PUQ1	Q06679
OG0003250	W0T3A6	A0A1D8NQ42	P53170
OG0003251	W0TDZ4	A0A1D8NJS4	P38361
OG0003252	W0THH0	A0A1D8NJD6	P32843
OG0003253	W0THX8	A0A1D8NE61	Q07533
OG0003254	W0TEF6	A0A1D8N6R7	P25502
OG0003255	W0TEG8	A0A1H6PM79	P20435
OG0003256	W0T3S4	A0A1D8N8W1	Q06409
OG0003257	W0TJ21	A0A1D8N5A7	P40013
OG0003258	W0T817	A0A1H6PWJ9	Q06436
OG0003259	W0TD76	A0A1D8NEV2	P15625
OG0003260	W0TC81	A0A1H6Q7D2	P53869
OG0003261	W0T9H7	A0A1D8N7Y6	P15442
OG0003262	W0TAW2	A0A1D8NLB1	P39524
OG0003263	W0TA27	A0A1D8N9L8	P38925
OG0003264	W0TCV9	A0A1H6PY34	Q07688
OG0003265	W0T5K6	A0A1H6Q4M7	Q03532
OG0003266	W0TBJ0	A0A1D8N5G7	Q03897
OG0003267	W0T530	A0A1H6PT75	P48236
OG0003268	W0TFI3	A0A1H6Q4R1	P04050
OG0003269	W0TDT1	A0A1H6Q2C4	Q06538
OG0003270	W0T436	A0A1H6PKB0	P25618
OG0003271	W0TA94	A0A1H6PQ51	P35202
OG0003272	W0TBP1	A0A1D8NGA9	P08004
OG0003273	W0THS8	A0A1D8NJH3	P23797
OG0003274	W0T8C3	A0A1D8NGR7	Q03153
OG0003275	W0TEV9	A0A1H6Q3U7	P15873
OG0003276	W0TEQ3	A0A1D8NLM4	Q04121
OG0003277	W0T5X5	A0A1D8N6N5	P38705
OG0003278	W0T343	A0A1D8NKR4	Q12296
OG0003279	W0TFP1	A0A1D8NPB3	P00431
OG0003280	W0TFF8	Q6L8K6	P13902
OG0003281	W0TGE1	A0A1H6PZ24	P33297
OG0003282	W0TCS7	A0A1H6PID9	P47177
OG0003283	W0TDW2	A0A1H6PKT6	P53538
OG0003284	W0T5Q0	A0A1D8NHP9	P0C5N3
OG0003285	W0TCC3	A0A1D8NHH7	P00812
OG0003286	W0T6W9	A0A1D8NN76	P32902
OG0003287	W0T8I8	A0A1D8NG13	P49956
OG0003288	W0THV6	A0A1D8N9S6	P38840
OG0003289	W0TCS2	A0A1H6PQU2	Q06543
OG0003290	W0T8Z7	A0A1H6PP31	P26793
OG0003291	W0T850	A0A1D8N936	P32657
OG0003292	W0T9X2	A0A1D8NLY5	P26754
OG0003293	W0TEG5	A0A1D8NQK9	P39525
OG0003294	W0TE18	A0A1D8NH84	P43556
OG0003295	W0TD91	A0A1H6PXR3	P38748
OG0003296	W0TB00	A0A1D8NPH0	P40107
OG0003297	W0T8D4	A0A1D8NBK3	P0CS90
OG0003298	W0TES6	A0A1H6PIA5	P11745
OG0003299	W0T6D2	A0A1D8N468	P39988
OG0003300	W0T5B8	A0A1D8NHD7	P34244
OG0003301	W0TF06	A0A1D8NE85	P39744
OG0003302	W0T935	A0A1D8N6V0	P32863
OG0003303	W0T6E4	A0A1H6PXY3	P53877
OG0003304	W0T3W1	A0A1D8N5U0	P33339
OG0003305	W0TEI3	A0A1D8NM94	P25627
OG0003306	W0T3Z7	A0A1D8NL76	Q3E731
OG0003307	W0T7I6	A0A1D8NAI8	Q04018
OG0003308	W0TE44	A0A1D8NNI7	P40529
OG0003309	W0TAR6	A0A1H6PUJ3	P53875
OG0003310	W0T5R2	A0A1D8NAP3	Q02863
OG0003311	W0TA30	A0A1D8NHW1	P38779
OG0003312	W0TDV3	A0A1D8N8K3	P10662
OG0003313	W0TKK2	A0A1H6Q6N1	P42839
OG0003314	W0TEA2	A0A1D8N975	Q05580
OG0003315	W0T9G8	A0A1H6PQE1	P53012
OG0003316	W0TEB6	A0A1D8NMH9	Q06682
OG0003317	W0T9V4	A0A1D8N5Y4	Q06839
OG0003318	W0T750	A0A1H6Q958	Q92317
OG0003319	W0TFB5	A0A1D8N6G3	Q12143
OG0003320	W0T6T6	A0A1D8NP76	P38428
OG0003321	W0T7Y7	A0A1H6Q6B8	Q06338
OG0003322	W0T6Z0	A0A1H6Q0R2	P46943
OG0003323	W0TD28	A0A1H6Q1M0	P47039
OG0003324	W0TEZ1	A0A1D8N870	Q12209
OG0003325	W0T774	A0A1D8NP15	Q07834
OG0003326	W0TFJ7	A0A1D8NQR7	P53266
OG0003327	W0T7Y6	A0A1D8NH17	Q06636
OG0003328	W0T318	A0A1D8NNB8	Q12400
OG0003329	W0TC52	A0A1H6PZS8	P12385
OG0003330	W0T764	A0A1D8N846	P47141
OG0003331	W0TEI0	A0A1D8N9C6	P53730
OG0003332	W0TEK5	A0A1D8NGU1	P35209
OG0003333	W0T8K6	A0A1D8N5P1	P20448
OG0003334	W0THX5	A0A1H6PP69	P33296
OG0003335	W0T401	A0A1D8NFZ0	P32457
OG0003336	W0T5Y2	A0A1D8NIK7	P10127
OG0003337	W0TB96	A0A1D8N497	Q12488
OG0003338	W0T3H5	A0A1D8NEB0	P00560
OG0003339	W0TDY5	A0A1D8N9M9	P32350
OG0003340	W0TG34	A0A1D8NQ08	Q01976
OG0003341	W0TI00	A0A1D8ND33	P40499
OG0003342	W0TFA7	A0A1H6PQA6	P53250
OG0003343	W0TAJ8	A0A1D8N7C5	P49167
OG0003344	W0TFA9	A0A1H6PKR4	P25808
OG0003345	W0TI94	A0A1D8N878	Q00816
OG0003346	W0T7X9	A0A1H6QBM9	Q06631
OG0003347	W0TDH3	A0A1H6PZL1	P22434
OG0003348	W0T2U8	A0A1H6Q374	P53120
OG0003349	W0TBD9	A0A1H6PVQ0	Q06563
OG0003350	W0TFG5	A0A1D8N9F2	Q06188
OG0003351	W0T514	A0A1D8NLN8	Q12099
OG0003352	W0TFL5	A0A1H6PNJ1	P40505
OG0003353	W0TEA7	A0A1H6PXT3	Q12398
OG0003354	W0TFA6	A0A1H6PX01	P39730
OG0003355	W0TAS3	A0A1D8NHB1	P46971
OG0003356	W0TJ06	A0A1D8N5M7	Q01454
OG0003357	W0T8X0	A0A1D8NBI4	P36527
OG0003358	W0TJ88	A0A1D8NCZ4	Q02804
OG0003359	W0THI3	A0A1H6PX92	Q08750
OG0003360	W0T989	A0A1H6PY23	Q08649
OG0003361	W0T946	A0A1H6PHR8	P32623
OG0003362	W0T7Y3	A0A1D8N9L3	P38737
OG0003363	W0TGN2	A0A1D8NKD0	P53063
OG0003364	W0TAD7	A0A1H6PSX2	P53070
OG0003365	W0TFN2	A0A1H6PPC9	Q08921
OG0003366	W0TED2	A0A1H6Q0Y3	P32379
OG0003367	W0TGK8	A0A1H6Q0J6	Q3E756
OG0003368	W0TA75	A0A1D8N9U9	P47163
OG0003369	W0T8T6	A0A1D8NPV5	P00931
OG0003370	W0TBT1	A0A1H6QAB3	Q06142
OG0003371	W0T6F6	A0A1D8NQE8	Q12500
OG0003372	W0TCV6	A0A1H6PL18	P15019
OG0003373	W0TJX5	A0A1D8N4A5	P53633
OG0003374	W0T6K0	A0A1H6PUP1	P38297
OG0003375	W0TI46	S5TMP4	P00401
OG0003376	W0TGZ8	A0A1D8N7T9	P22696
OG0003377	W0T8Y5	A0A1D8N7C0	Q07959
OG0003378	W0T4A9	A0A1H6PU97	P56508
OG0003379	W0TA81	A0A1D8NEB8	P09457
OG0003380	W0TCH6	A0A1D8NI60	P47173
OG0003381	W0TFM5	A0A1D8ND43	P40498
OG0003382	W0TA24	A0A1D8NBS9	P25559
OG0003383	W0TB17	A0A1D8NCU9	P53064
OG0003384	W0T403	A0A1D8NCQ9	P40099
OG0003385	W0TEM8	A0A1H6PV12	Q07716
OG0003386	W0T729	A0A1D8N6Z2	Q03673
OG0003387	W0TC58	A0A1D8NMP6	Q03941
OG0003388	W0TEJ5	A0A1D8NA25	P38090
OG0003389	W0T706	A0A1H6Q0Z4	P42949
OG0003390	W0THP2	A0A1D8NKH6	P53152
OG0003391	W0TIY9	A0A1D8N6X6	P18408
OG0003392	W0T7A5	A0A1D8N8Z9	P40992
OG0003393	W0T6E0	A0A1D8N3K1	P39992
OG0003394	W0T8T9	A0A1H6PXS6	P05150
OG0003395	W0T302	A0A1D8N802	P27680
OG0003396	W0TEP1	A0A1H6PY20	P53584
OG0003398	W0THK4	A0A1D8NPV6	P36096
OG0003399	W0T4M7	A0A1D8NLP3	P47111
OG0003400	W0TCA8	A0A1H6Q3L5	P40005
OG0003401	W0TB27	A0A1H6PSI9	P16639
OG0003402	W0TGV0	A0A1D8NHD3	P07702
OG0003403	W0T7G0	A0A1D8N6W7	P32769
OG0003404	W0T4P9	A0A1D8N604	P38308
OG0003405	W0T3W4	A0A1D8NFF1	P07276
OG0003406	W0T6H9	A0A1H6PHI0	Q03406
OG0003407	W0T8W7	A0A1D8N9V8	P09950
OG0003408	W0TF26	A0A1H6Q161	Q06683
OG0003409	W0TA96	A0A1D8NFI3	P47076
OG0003410	W0T4G4	A0A1H6PT60	P19956
OG0003411	W0T5B9	A0A1H6Q8X4	P25296
OG0003412	W0TFL3	A0A1D8NEV3	P40469
OG0003413	W0TFY1	A0A1D8NCD5	P47133
OG0003415	W0TB86	A0A1D8NE90	P30620
OG0003416	W0TB44	A0A1D8NGD4	P38767
OG0003417	W0T9A3	A0A1H6Q4N1	Q06675
OG0003418	W0TC11	A0A1D8NKK6	Q05022
OG0003419	W0T9J6	A0A1D8NIE0	P38810
OG0003420	W0TBM4	A0A1D8NID7	P42847
OG0003421	W0TEQ2	A0A1D8NPA8	Q05791
OG0003422	W0TEX9	A0A1D8NEZ8	P38153
OG0003423	W0TBU3	A0A1D8N4J2	P32618
OG0003424	W0T826	A0A1H6QB40	P53886
OG0003425	W0TH32	A0A1D8NGY4	P38179
OG0003426	W0TCL1	A0A1D8N957	Q99271
OG0003427	W0TCG6	A0A1D8N3D0	P32447
OG0003428	W0TKG3	A0A1D8NPJ6	Q3E7A4
OG0003429	W0TDG2	A0A1H6PX68	P37838
OG0003430	W0T3T0	A0A1H6PRI4	P09959
OG0003431	W0T9X1	A0A1D8NHL6	P10356
OG0003432	W0TF63	A0A1D8N6R6	P34243
OG0003433	W0TI38	A0A1D8N7C3	P40991
OG0003434	W0T657	A0A1D8NH25	Q12674
OG0003435	W0T8C4	A0A1H6PVI3	P39013
OG0003436	W0T7Z7	A0A1D8NPF8	Q12495
OG0003437	W0TAV4	A0A1D8NFG2	P22943
OG0003438	W0TFW3	A0A1D8NCV1	P53933
OG0003439	W0TE09	A0A1D8NPV8	Q86ZR7
OG0003440	W0TA31	A0A1D8NG33	P40093
OG0003441	W0TF93	A0A1D8NI89	P43589
OG0003443	W0TDX5	A0A1D8NQ98	P32179
OG0003444	W0T6T3	A0A1D8NDQ0	P43122
OG0003445	W0TEQ7	A0A1D8N821	Q04119
OG0003446	W0TAH2	A0A1D8N433	P15436
OG0003447	W0T6L2	A0A1D8NGZ4	P53141
OG0003448	W0T3X2	A0A1D8NQK5	P00958
OG0003449	W0TC71	A0A1D8N9E8	P35197
OG0003450	W0TCI1	A0A1D8NCP5	P47170
OG0003451	W0TFH1	A0A1D8NPA4	Q06512
OG0003452	W0T4T0	A0A1H6PRC8	P25560
OG0003453	W0T6D5	A0A1D8NQP8	P47108
OG0003454	W0TK27	A0A1D8NH15	P40850
OG0003455	W0T8M2	A0A1D8NFS1	P40024
OG0003456	W0TA29	A0A1H6PPQ9	Q06053
OG0003457	W0TC10	A0A1H6PI52	Q02799
OG0003458	W0T5D9	A0A1D8N958	P38244
OG0003459	W0T6Y6	A0A1D8NND7	Q05670
OG0003460	W0T6Y5	A0A1D8N8U5	Q12446
OG0003461	W0TAQ1	A0A1D8NA38	Q12751
OG0003462	W0TGN7	A0A1D8N6P2	P40459
OG0003463	W0T6R3	A0A1D8NPB6	P05373
OG0003464	W0T813	A0A1D8NIA7	P33322
OG0003465	W0T8E5	A0A1D8NBI9	P47104
OG0003466	W0T524	A0A1D8N8T5	P25038
OG0003467	W0T6Z2	A0A1D8NJR1	P05750
OG0003468	W0TDW6	A0A1D8N9G2	P23202
OG0003469	W0T7C4	A0A1D8N8E8	P08678
OG0003470	W0TF62	A0A1D8NHZ2	P36062
OG0003471	W0T5R4	A0A1D8NK41	P43564
OG0003472	W0TBB3	A0A1H6PZK7	P40367
OG0003473	W0TG83	A0A1D8NFI8	Q01852
OG0003474	W0TA19	A0A1H6Q0V0	Q05473
OG0003475	W0T2M5	A0A1D8NPN7	P06243
OG0003476	W0T4T4	A0A1D8NC84	P39705
OG0003477	W0T5Q4	A0A1H6Q9Y7	Q12194
OG0003478	W0T855	A0A1H6Q0T5	P07278
OG0003479	W0T897	A0A1D8N9J3	P32523
OG0003480	W0T5J7	A0A1D8NGY7	P46672
OG0003481	W0T8J0	A0A1H6PKM5	Q03829
OG0003482	W0TH33	A0A1D8N795	P20081
OG0003483	W0TFK6	A0A1H6Q6N5	Q07534
OG0003484	W0TB67	A0A1H6PVU7	P53769
OG0003485	W0TCC4	A0A1H6PWR3	P36534
OG0003486	W0T4I1	A0A1D8NAT9	P53230
OG0003487	W0TBV1	A0A1D8N893	P28320
OG0003488	W0T474	A0A1H6PNZ9	P29478
OG0003489	W0T8M4	A0A1D8NK63	P16140
OG0003490	W0TFT1	A0A1D8NFE8	P26370
OG0003491	W0TDD7	A0A1D8NJC3	P32479
OG0003492	W0TCB1	A0A1D8NPQ4	Q08686
OG0003493	W0TIK1	A0A1D8NLF7	P40061
OG0003494	W0T6Z3	A0A1H6QAC0	P18411
OG0003495	W0TI76	A0A1D8NB60	P40994
OG0003496	W0TH35	A0A1D8NES0	P40317
OG0003497	W0TJT3	A0A1D8NDW8	P52891
OG0003498	W0T921	A0A1D8NBQ4	P39677
OG0003499	W0TGI3	A0A1D8NFW3	Q99382
OG0003500	W0THP7	A0A1D8NDA1	P08466
OG0003501	W0TDD3	A0A1H6Q191	P53193
OG0003502	W0T9P8	A0A1H6PI85	P38242
OG0003503	W0TCP0	A0A1H6Q243	P22936
